codigo_campo,campana,fecha,tipo_riego,volumen_m3,horas_riego,cumplimiento_pct
C-1008,2023-2024,2024-03-10,aspersión,117.7,1.2,94.8
C-1008,2023-2024,2024-03-17,aspersión,120.6,1.0,91.0
C-1008,2023-2024,2024-03-24,aspersión,89.8,0.8,97.3
C-1008,2023-2024,2024-03-31,aspersión,129.8,1.4,87.1
C-1008,2023-2024,2024-04-07,aspersión,111.8,1.1,81.9
C-1008,2023-2024,2024-04-14,aspersión,110.9,1.2,99.1
C-1009,2023-2024,2023-05-24,aspersión,78.8,0.6,87.5
C-1009,2023-2024,2023-05-31,aspersión,70.7,0.5,78.9
C-1009,2023-2024,2023-06-07,aspersión,72.9,0.5,87.7
C-1009,2023-2024,2023-06-14,aspersión,89.4,0.8,86.6
C-1009,2023-2024,2023-06-21,aspersión,77.9,0.6,86.3
C-1009,2023-2024,2023-06-28,aspersión,63.0,0.7,86.7
C-1009,2023-2024,2023-07-05,aspersión,93.0,0.7,89.2
C-1009,2023-2024,2023-07-12,aspersión,94.9,0.9,90.8
C-1009,2023-2024,2023-07-19,aspersión,72.1,0.7,73.5
C-1009,2023-2024,2023-07-26,aspersión,52.2,0.6,78.5
C-1009,2023-2024,2023-08-02,aspersión,75.1,0.7,75.1
C-1009,2023-2024,2023-08-09,aspersión,78.5,0.6,89.4
C-1009,2023-2024,2023-08-16,aspersión,86.0,0.8,88.3
C-1009,2023-2024,2023-08-23,aspersión,99.6,0.8,86.0
C-1009,2023-2024,2023-08-30,aspersión,94.2,0.9,75.1
C-1009,2023-2024,2023-09-06,aspersión,76.8,0.7,90.5
C-1009,2023-2024,2023-09-13,aspersión,82.9,0.6,83.4
C-1009,2023-2024,2023-09-20,aspersión,84.0,0.9,86.1
C-1009,2023-2024,2023-09-27,aspersión,81.5,0.6,90.7
C-1009,2023-2024,2023-10-04,aspersión,115.8,0.9,89.0
C-1009,2023-2024,2023-10-11,aspersión,71.4,0.8,86.8
C-1009,2023-2024,2023-10-18,aspersión,89.8,1.0,88.0
C-1009,2023-2024,2023-10-25,aspersión,94.2,0.7,99.1
C-1009,2023-2024,2023-11-01,aspersión,85.1,0.6,76.7
C-1009,2023-2024,2023-11-08,aspersión,70.5,0.6,86.3
C-1009,2023-2024,2023-11-15,aspersión,84.0,0.6,72.3
C-1009,2023-2024,2023-11-22,aspersión,92.3,0.7,84.8
C-1009,2023-2024,2023-11-29,aspersión,62.8,0.5,67.1
C-1009,2023-2024,2023-12-06,aspersión,88.4,0.9,86.9
C-1009,2023-2024,2023-12-13,aspersión,79.1,0.7,85.0
C-1009,2023-2024,2023-12-20,aspersión,72.2,0.5,96.6
C-1009,2023-2024,2023-12-27,aspersión,87.0,0.7,84.5
C-1009,2023-2024,2024-01-03,aspersión,61.6,0.5,72.3
C-1009,2023-2024,2024-01-10,aspersión,89.6,0.7,100.0
C-1009,2023-2024,2024-01-17,aspersión,67.3,0.6,100.0
C-1009,2023-2024,2024-01-24,aspersión,95.0,1.1,88.2
C-1009,2023-2024,2024-01-31,aspersión,80.6,0.8,80.8
C-1009,2023-2024,2024-02-07,aspersión,79.5,0.6,87.5
C-1009,2023-2024,2024-02-14,aspersión,86.0,0.7,73.5
C-1009,2023-2024,2024-02-21,aspersión,92.5,0.8,80.6
C-1009,2023-2024,2024-02-28,aspersión,77.2,0.8,78.2
C-1009,2023-2024,2024-03-06,aspersión,74.1,0.7,81.3
C-1009,2023-2024,2024-03-13,aspersión,88.3,0.7,88.4
C-1009,2023-2024,2024-03-20,aspersión,78.8,0.6,82.1
C-1009,2023-2024,2024-03-27,aspersión,61.6,0.5,82.2
C-1009,2023-2024,2024-04-03,aspersión,65.5,0.6,82.7
C-1009,2023-2024,2024-04-10,aspersión,109.2,1.2,88.1
C-1010,2023-2024,2023-05-12,aspersión,144.4,1.2,62.8
C-1010,2023-2024,2023-05-19,aspersión,161.5,1.5,77.7
C-1010,2023-2024,2023-05-26,aspersión,162.1,1.8,80.1
C-1010,2023-2024,2023-06-02,aspersión,142.4,1.4,86.5
C-1010,2023-2024,2023-06-09,aspersión,153.3,1.1,82.4
C-1010,2023-2024,2023-06-16,aspersión,142.3,1.4,86.2
C-1010,2023-2024,2023-06-23,aspersión,124.7,1.5,70.2
C-1010,2023-2024,2023-06-30,aspersión,140.5,1.0,90.4
C-1010,2023-2024,2023-07-07,aspersión,158.3,1.2,77.1
C-1010,2023-2024,2023-07-14,aspersión,157.7,1.3,80.6
C-1010,2023-2024,2023-07-21,aspersión,155.3,1.4,69.8
C-1010,2023-2024,2023-07-28,aspersión,143.9,1.4,70.4
C-1010,2023-2024,2023-08-04,aspersión,151.5,1.2,82.3
C-1010,2023-2024,2023-08-11,aspersión,146.9,1.5,85.4
C-1010,2023-2024,2023-08-18,aspersión,125.3,1.0,75.2
C-1010,2023-2024,2023-08-25,aspersión,142.5,1.1,77.4
C-1010,2023-2024,2023-09-01,aspersión,176.9,1.5,76.4
C-1010,2023-2024,2023-09-08,aspersión,140.6,1.2,90.2
C-1010,2023-2024,2023-09-15,aspersión,170.7,1.5,99.5
C-1010,2023-2024,2023-09-22,aspersión,131.9,1.5,72.0
C-1010,2023-2024,2023-09-29,aspersión,137.8,1.1,72.9
C-1010,2023-2024,2023-10-06,aspersión,131.4,1.3,71.6
C-1010,2023-2024,2023-10-13,aspersión,175.7,1.7,100.0
C-1010,2023-2024,2023-10-20,aspersión,145.4,1.2,71.0
C-1010,2023-2024,2023-10-27,aspersión,195.9,1.7,83.7
C-1010,2023-2024,2023-11-03,aspersión,124.5,1.1,72.4
C-1010,2023-2024,2023-11-10,aspersión,190.2,2.3,82.1
C-1010,2023-2024,2023-11-17,aspersión,99.0,0.7,86.9
C-1010,2023-2024,2023-11-24,aspersión,184.4,1.3,68.6
C-1010,2023-2024,2023-12-01,aspersión,163.0,1.8,68.1
C-1010,2023-2024,2023-12-08,aspersión,155.8,1.5,79.0
C-1010,2023-2024,2023-12-15,aspersión,112.6,1.4,78.8
C-1010,2023-2024,2023-12-22,aspersión,152.5,1.1,77.8
C-1010,2023-2024,2023-12-29,aspersión,155.0,1.6,78.9
C-1010,2023-2024,2024-01-05,aspersión,146.4,1.2,66.0
C-1010,2023-2024,2024-01-12,aspersión,167.1,1.5,81.7
C-1010,2023-2024,2024-01-19,aspersión,178.5,1.3,65.6
C-1010,2023-2024,2024-01-26,aspersión,162.4,1.7,82.7
C-1010,2023-2024,2024-02-02,aspersión,145.2,1.0,88.8
C-1010,2023-2024,2024-02-09,aspersión,167.3,1.4,64.5
C-1010,2023-2024,2024-02-16,aspersión,174.0,1.9,86.5
C-1010,2023-2024,2024-02-23,aspersión,135.4,1.4,88.3
C-1010,2023-2024,2024-03-01,aspersión,192.4,1.4,79.6
C-1010,2023-2024,2024-03-08,aspersión,173.5,1.8,72.4
C-1010,2023-2024,2024-03-15,aspersión,165.7,1.5,82.1
C-1010,2023-2024,2024-03-22,aspersión,161.1,1.5,93.2
C-1010,2023-2024,2024-03-29,aspersión,134.9,1.4,81.5
C-1010,2023-2024,2024-04-05,aspersión,176.5,1.3,70.9
C-1010,2023-2024,2024-04-12,aspersión,108.3,0.9,72.4
C-1010,2023-2024,2024-04-19,aspersión,147.0,1.5,76.2
C-1010,2023-2024,2024-04-26,aspersión,161.4,1.7,86.7
C-1011,2023-2024,2023-05-14,gravedad,116.4,1.4,92.4
C-1011,2023-2024,2023-05-21,gravedad,137.6,1.2,89.3
C-1011,2023-2024,2023-05-28,gravedad,108.8,1.3,92.2
C-1011,2023-2024,2023-06-04,gravedad,135.5,1.7,82.3
C-1011,2023-2024,2023-06-11,gravedad,143.1,1.3,85.9
C-1011,2023-2024,2023-06-18,gravedad,146.9,1.2,79.1
C-1011,2023-2024,2023-06-25,gravedad,106.6,0.8,69.4
C-1011,2023-2024,2023-07-02,gravedad,144.1,1.3,95.4
C-1011,2023-2024,2023-07-09,gravedad,98.2,1.2,95.4
C-1011,2023-2024,2023-07-16,gravedad,121.0,1.5,68.0
C-1011,2023-2024,2023-07-23,gravedad,135.1,1.2,85.6
C-1011,2023-2024,2023-07-30,gravedad,99.5,0.8,92.2
C-1011,2023-2024,2023-08-06,gravedad,114.6,1.0,66.8
C-1011,2023-2024,2023-08-13,gravedad,124.7,1.3,71.6
C-1011,2023-2024,2023-08-20,gravedad,138.7,1.5,75.4
C-1011,2023-2024,2023-08-27,gravedad,119.1,1.3,88.8
C-1011,2023-2024,2023-09-03,gravedad,127.4,0.9,74.7
C-1011,2023-2024,2023-09-10,gravedad,130.5,1.0,80.3
C-1011,2023-2024,2023-09-17,gravedad,138.4,1.0,88.1
C-1011,2023-2024,2023-09-24,gravedad,140.6,1.1,93.5
C-1011,2023-2024,2023-10-01,gravedad,70.5,0.7,92.2
C-1011,2023-2024,2023-10-08,gravedad,123.7,1.0,75.3
C-1011,2023-2024,2023-10-15,gravedad,149.9,1.1,93.0
C-1011,2023-2024,2023-10-22,gravedad,128.8,1.3,79.4
C-1011,2023-2024,2023-10-29,gravedad,110.1,1.1,89.9
C-1011,2023-2024,2023-11-05,gravedad,96.4,0.9,77.1
C-1011,2023-2024,2023-11-12,gravedad,155.1,1.7,96.8
C-1011,2023-2024,2023-11-19,gravedad,129.2,1.0,78.6
C-1011,2023-2024,2023-11-26,gravedad,114.3,0.8,84.8
C-1011,2023-2024,2023-12-03,gravedad,106.0,0.8,81.0
C-1011,2023-2024,2023-12-10,gravedad,94.8,0.8,76.7
C-1011,2023-2024,2023-12-17,gravedad,112.9,1.0,84.5
C-1011,2023-2024,2023-12-24,gravedad,134.7,1.3,78.8
C-1011,2023-2024,2023-12-31,gravedad,134.1,1.0,91.3
C-1011,2023-2024,2024-01-07,gravedad,106.5,0.9,79.3
C-1011,2023-2024,2024-01-14,gravedad,133.1,1.2,81.8
C-1011,2023-2024,2024-01-21,gravedad,125.3,1.0,87.9
C-1011,2023-2024,2024-01-28,gravedad,134.5,1.5,80.6
C-1011,2023-2024,2024-02-04,gravedad,145.4,1.3,81.6
C-1011,2023-2024,2024-02-11,gravedad,131.9,1.1,73.3
C-1011,2023-2024,2024-02-18,gravedad,144.9,1.7,85.8
C-1011,2023-2024,2024-02-25,gravedad,160.6,1.5,85.4
C-1011,2023-2024,2024-03-03,gravedad,119.0,1.2,82.0
C-1011,2023-2024,2024-03-10,gravedad,114.6,1.4,85.6
C-1011,2023-2024,2024-03-17,gravedad,114.9,1.1,73.1
C-1011,2023-2024,2024-03-24,gravedad,137.5,1.0,85.9
C-1011,2023-2024,2024-03-31,gravedad,148.7,1.2,87.2
C-1011,2023-2024,2024-04-07,gravedad,135.8,1.2,79.8
C-1011,2023-2024,2024-04-14,gravedad,173.0,2.1,78.7
C-1011,2023-2024,2024-04-21,gravedad,138.4,1.6,72.8
C-1011,2023-2024,2024-04-28,gravedad,151.8,1.9,75.1
C-1011,2023-2024,2024-05-05,gravedad,153.1,1.5,73.9
C-1011,2023-2024,2024-05-12,gravedad,164.5,1.5,83.9
C-1011,2023-2024,2024-05-19,gravedad,160.9,1.7,83.8
C-1011,2023-2024,2024-05-26,gravedad,117.0,1.1,87.8
C-1011,2023-2024,2024-06-02,gravedad,130.2,0.9,85.1
C-1012,2023-2024,2023-04-10,goteo,145.6,1.4,80.5
C-1012,2023-2024,2023-04-17,goteo,111.0,1.1,72.1
C-1012,2023-2024,2023-04-24,goteo,217.8,2.4,81.2
C-1012,2023-2024,2023-05-01,goteo,171.2,1.7,81.8
C-1012,2023-2024,2023-05-08,goteo,169.4,1.9,68.0
C-1012,2023-2024,2023-05-15,goteo,190.1,1.9,81.2
C-1012,2023-2024,2023-05-22,goteo,234.4,2.2,64.9
C-1012,2023-2024,2023-05-29,goteo,154.9,1.4,79.9
C-1012,2023-2024,2023-06-05,goteo,184.8,1.8,82.1
C-1012,2023-2024,2023-06-12,goteo,148.6,1.7,98.8
C-1012,2023-2024,2023-06-19,goteo,192.1,1.5,72.0
C-1012,2023-2024,2023-06-26,goteo,132.6,1.1,67.2
C-1012,2023-2024,2023-07-03,goteo,142.5,1.4,78.1
C-1012,2023-2024,2023-07-10,goteo,192.4,1.7,74.6
C-1012,2023-2024,2023-07-17,goteo,208.4,2.6,80.2
C-1012,2023-2024,2023-07-24,goteo,176.7,2.1,64.7
C-1012,2023-2024,2023-07-31,goteo,128.0,1.3,76.4
C-1012,2023-2024,2023-08-07,goteo,146.9,1.4,76.4
C-1012,2023-2024,2023-08-14,goteo,123.2,1.2,79.2
C-1012,2023-2024,2023-08-21,goteo,192.6,2.1,77.2
C-1012,2023-2024,2023-08-28,goteo,210.0,1.5,75.2
C-1012,2023-2024,2023-09-04,goteo,169.3,1.7,79.7
C-1012,2023-2024,2023-09-11,goteo,187.4,1.4,77.0
C-1012,2023-2024,2023-09-18,goteo,204.4,1.6,82.2
C-1012,2023-2024,2023-09-25,goteo,205.8,1.5,61.5
C-1012,2023-2024,2023-10-02,goteo,224.2,1.8,62.2
C-1012,2023-2024,2023-10-09,goteo,162.6,2.0,73.7
C-1012,2023-2024,2023-10-16,goteo,168.1,1.4,67.6
C-1012,2023-2024,2023-10-23,goteo,160.3,1.7,79.1
C-1012,2023-2024,2023-10-30,goteo,195.6,1.8,77.5
C-1012,2023-2024,2023-11-06,goteo,195.4,1.9,76.4
C-1012,2023-2024,2023-11-13,goteo,185.0,1.4,82.1
C-1012,2023-2024,2023-11-20,goteo,197.2,1.8,69.5
C-1012,2023-2024,2023-11-27,goteo,183.9,1.7,77.5
C-1012,2023-2024,2023-12-04,goteo,242.3,2.1,79.3
C-1012,2023-2024,2023-12-11,goteo,211.2,2.2,94.6
C-1012,2023-2024,2023-12-18,goteo,171.7,1.2,69.6
C-1012,2023-2024,2023-12-25,goteo,172.5,1.5,82.7
C-1012,2023-2024,2024-01-01,goteo,190.8,1.7,75.2
C-1012,2023-2024,2024-01-08,goteo,173.0,2.0,79.1
C-1012,2023-2024,2024-01-15,goteo,162.4,1.9,68.4
C-1012,2023-2024,2024-01-22,goteo,207.6,2.5,77.0
C-1012,2023-2024,2024-01-29,goteo,180.3,1.5,69.2
C-1012,2023-2024,2024-02-05,goteo,152.7,1.1,80.8
C-1012,2023-2024,2024-02-12,goteo,191.1,1.7,81.4
C-1012,2023-2024,2024-02-19,goteo,161.7,1.8,68.4
C-1012,2023-2024,2024-02-26,goteo,217.6,2.0,80.8
C-1012,2023-2024,2024-03-04,goteo,216.1,2.5,62.3
C-1013,2023-2024,2023-05-13,aspersión,67.2,0.7,84.8
C-1013,2023-2024,2023-05-20,aspersión,70.7,0.8,96.1
C-1013,2023-2024,2023-05-27,aspersión,74.6,0.6,97.5
C-1013,2023-2024,2023-06-03,aspersión,80.7,0.7,100.0
C-1013,2023-2024,2023-06-10,aspersión,76.6,0.9,85.4
C-1013,2023-2024,2023-06-17,aspersión,54.7,0.4,92.4
C-1013,2023-2024,2023-06-24,aspersión,68.8,0.7,97.8
C-1013,2023-2024,2023-07-01,aspersión,82.1,1.0,85.4
C-1013,2023-2024,2023-07-08,aspersión,74.5,0.7,78.6
C-1013,2023-2024,2023-07-15,aspersión,72.0,0.6,91.7
C-1013,2023-2024,2023-07-22,aspersión,65.0,0.6,92.0
C-1013,2023-2024,2023-07-29,aspersión,75.1,0.7,100.0
C-1013,2023-2024,2023-08-05,aspersión,70.8,0.5,96.9
C-1013,2023-2024,2023-08-12,aspersión,80.8,0.8,99.7
C-1013,2023-2024,2023-08-19,aspersión,84.9,0.8,100.0
C-1013,2023-2024,2023-08-26,aspersión,64.4,0.7,93.5
C-1013,2023-2024,2023-09-02,aspersión,73.0,0.6,81.5
C-1013,2023-2024,2023-09-09,aspersión,75.1,0.6,94.1
C-1013,2023-2024,2023-09-16,aspersión,65.2,0.5,95.3
C-1013,2023-2024,2023-09-23,aspersión,75.7,0.8,100.0
C-1013,2023-2024,2023-09-30,aspersión,77.1,0.7,84.8
C-1013,2023-2024,2023-10-07,aspersión,59.8,0.5,86.0
C-1013,2023-2024,2023-10-14,aspersión,62.4,0.5,92.7
C-1013,2023-2024,2023-10-21,aspersión,64.0,0.7,100.0
C-1013,2023-2024,2023-10-28,aspersión,65.1,0.6,100.0
C-1013,2023-2024,2023-11-04,aspersión,79.5,1.0,80.7
C-1013,2023-2024,2023-11-11,aspersión,65.8,0.8,100.0
C-1013,2023-2024,2023-11-18,aspersión,62.5,0.5,98.8
C-1013,2023-2024,2023-11-25,aspersión,47.6,0.4,83.9
C-1013,2023-2024,2023-12-02,aspersión,77.7,0.7,100.0
C-1013,2023-2024,2023-12-09,aspersión,80.2,0.6,87.1
C-1013,2023-2024,2023-12-16,aspersión,75.6,0.8,97.2
C-1013,2023-2024,2023-12-23,aspersión,82.8,0.9,91.7
C-1013,2023-2024,2023-12-30,aspersión,53.5,0.4,96.7
C-1013,2023-2024,2024-01-06,aspersión,61.9,0.6,100.0
C-1013,2023-2024,2024-01-13,aspersión,75.5,0.5,83.2
C-1013,2023-2024,2024-01-20,aspersión,95.0,0.8,77.5
C-1013,2023-2024,2024-01-27,aspersión,87.8,0.9,100.0
C-1013,2023-2024,2024-02-03,aspersión,77.1,0.7,96.3
C-1013,2023-2024,2024-02-10,aspersión,81.8,0.8,100.0
C-1013,2023-2024,2024-02-17,aspersión,56.5,0.6,100.0
C-1013,2023-2024,2024-02-24,aspersión,87.4,0.9,100.0
C-1013,2023-2024,2024-03-02,aspersión,84.3,0.6,87.4
C-1013,2023-2024,2024-03-09,aspersión,68.4,0.8,89.5
C-1013,2023-2024,2024-03-16,aspersión,64.2,0.7,89.9
C-1013,2023-2024,2024-03-23,aspersión,78.1,0.6,100.0
C-1013,2023-2024,2024-03-30,aspersión,74.2,0.5,95.5
C-1013,2023-2024,2024-04-06,aspersión,83.2,1.0,100.0
C-1013,2023-2024,2024-04-13,aspersión,74.7,0.6,96.3
C-1013,2023-2024,2024-04-20,aspersión,70.8,0.7,100.0
C-1013,2023-2024,2024-04-27,aspersión,71.0,0.7,100.0
C-1013,2023-2024,2024-05-04,aspersión,86.7,0.9,74.3
C-1013,2023-2024,2024-05-11,aspersión,79.8,0.6,100.0
C-1013,2023-2024,2024-05-18,aspersión,75.9,0.6,86.2
C-1014,2023-2024,2023-04-13,gravedad,143.5,1.8,83.4
C-1014,2023-2024,2023-04-20,gravedad,139.8,1.0,94.0
C-1014,2023-2024,2023-04-27,gravedad,159.8,1.9,99.2
C-1014,2023-2024,2023-05-04,gravedad,134.1,1.3,85.8
C-1014,2023-2024,2023-05-11,gravedad,154.9,1.1,85.9
C-1014,2023-2024,2023-05-18,gravedad,123.7,1.4,93.3
C-1014,2023-2024,2023-05-25,gravedad,151.5,1.2,87.0
C-1014,2023-2024,2023-06-01,gravedad,142.1,1.1,69.8
C-1014,2023-2024,2023-06-08,gravedad,141.2,1.4,97.0
C-1014,2023-2024,2023-06-15,gravedad,170.6,1.4,79.3
C-1014,2023-2024,2023-06-22,gravedad,130.8,1.2,100.0
C-1014,2023-2024,2023-06-29,gravedad,168.7,1.8,84.2
C-1014,2023-2024,2023-07-06,gravedad,119.8,0.9,78.5
C-1014,2023-2024,2023-07-13,gravedad,133.1,1.1,100.0
C-1014,2023-2024,2023-07-20,gravedad,130.7,1.1,91.4
C-1014,2023-2024,2023-07-27,gravedad,123.6,1.0,86.6
C-1014,2023-2024,2023-08-03,gravedad,132.4,1.1,75.1
C-1014,2023-2024,2023-08-10,gravedad,127.3,1.0,82.4
C-1014,2023-2024,2023-08-17,gravedad,104.7,0.9,96.3
C-1014,2023-2024,2023-08-24,gravedad,137.1,1.0,93.0
C-1014,2023-2024,2023-08-31,gravedad,103.7,0.9,80.2
C-1014,2023-2024,2023-09-07,gravedad,114.0,1.4,85.9
C-1014,2023-2024,2023-09-14,gravedad,124.7,1.1,83.8
C-1014,2023-2024,2023-09-21,gravedad,158.4,1.3,81.7
C-1014,2023-2024,2023-09-28,gravedad,120.1,1.4,89.7
C-1014,2023-2024,2023-10-05,gravedad,130.7,1.0,83.0
C-1014,2023-2024,2023-10-12,gravedad,119.4,1.0,73.7
C-1014,2023-2024,2023-10-19,gravedad,108.2,0.8,98.2
C-1014,2023-2024,2023-10-26,gravedad,122.6,1.2,92.3
C-1014,2023-2024,2023-11-02,gravedad,89.9,0.7,85.1
C-1014,2023-2024,2023-11-09,gravedad,170.1,2.0,88.1
C-1014,2023-2024,2023-11-16,gravedad,161.5,1.6,82.7
C-1014,2023-2024,2023-11-23,gravedad,137.7,1.5,75.1
C-1014,2023-2024,2023-11-30,gravedad,159.3,1.2,88.1
C-1014,2023-2024,2023-12-07,gravedad,133.0,1.0,79.5
C-1014,2023-2024,2023-12-14,gravedad,143.8,1.7,86.3
C-1014,2023-2024,2023-12-21,gravedad,139.5,1.3,79.6
C-1014,2023-2024,2023-12-28,gravedad,153.4,1.2,100.0
C-1014,2023-2024,2024-01-04,gravedad,130.3,1.1,93.5
C-1014,2023-2024,2024-01-11,gravedad,155.0,1.6,84.1
C-1014,2023-2024,2024-01-18,gravedad,149.3,1.1,84.0
C-1014,2023-2024,2024-01-25,gravedad,139.9,1.3,82.5
C-1014,2023-2024,2024-02-01,gravedad,99.9,1.2,77.3
C-1014,2023-2024,2024-02-08,gravedad,110.9,1.2,77.8
C-1014,2023-2024,2024-02-15,gravedad,123.5,1.3,83.8
C-1014,2023-2024,2024-02-22,gravedad,165.4,1.6,87.5
C-1014,2023-2024,2024-02-29,gravedad,128.5,1.4,89.9
C-1014,2023-2024,2024-03-07,gravedad,150.2,1.2,87.6
C-1014,2023-2024,2024-03-14,gravedad,96.0,0.8,93.4
C-1014,2023-2024,2024-03-21,gravedad,132.3,1.0,80.3
C-1014,2023-2024,2024-03-28,gravedad,142.6,1.4,86.5
C-1014,2023-2024,2024-04-04,gravedad,135.7,1.2,94.1
C-1014,2023-2024,2024-04-11,gravedad,166.6,1.8,89.2
C-1014,2023-2024,2024-04-18,gravedad,138.0,1.0,81.7
C-1014,2023-2024,2024-04-25,gravedad,153.9,1.6,96.1
C-1015,2023-2024,2023-05-12,gravedad,111.0,0.8,84.2
C-1015,2023-2024,2023-05-19,gravedad,133.9,1.6,90.6
C-1015,2023-2024,2023-05-26,gravedad,130.1,1.6,98.3
C-1015,2023-2024,2023-06-02,gravedad,128.6,1.0,91.4
C-1015,2023-2024,2023-06-09,gravedad,128.4,1.2,83.8
C-1015,2023-2024,2023-06-16,gravedad,142.0,1.2,95.0
C-1015,2023-2024,2023-06-23,gravedad,115.1,1.0,88.7
C-1015,2023-2024,2023-06-30,gravedad,137.4,1.2,74.9
C-1015,2023-2024,2023-07-07,gravedad,109.4,0.8,86.9
C-1015,2023-2024,2023-07-14,gravedad,82.5,1.0,94.0
C-1015,2023-2024,2023-07-21,gravedad,111.8,1.0,97.2
C-1015,2023-2024,2023-07-28,gravedad,103.8,1.0,92.9
C-1015,2023-2024,2023-08-04,gravedad,117.2,0.9,87.2
C-1015,2023-2024,2023-08-11,gravedad,130.8,1.0,75.6
C-1015,2023-2024,2023-08-18,gravedad,123.5,0.9,92.4
C-1015,2023-2024,2023-08-25,gravedad,119.9,1.0,94.9
C-1015,2023-2024,2023-09-01,gravedad,112.3,1.4,86.1
C-1015,2023-2024,2023-09-08,gravedad,147.3,1.6,92.6
C-1015,2023-2024,2023-09-15,gravedad,84.6,0.6,85.1
C-1015,2023-2024,2023-09-22,gravedad,77.7,0.6,85.5
C-1015,2023-2024,2023-09-29,gravedad,77.4,0.8,100.0
C-1015,2023-2024,2023-10-06,gravedad,138.3,1.0,88.9
C-1015,2023-2024,2023-10-13,gravedad,135.6,1.4,97.6
C-1015,2023-2024,2023-10-20,gravedad,97.1,0.9,92.1
C-1015,2023-2024,2023-10-27,gravedad,82.4,0.8,100.0
C-1015,2023-2024,2023-11-03,gravedad,123.9,1.1,90.0
C-1015,2023-2024,2023-11-10,gravedad,111.8,1.0,82.0
C-1015,2023-2024,2023-11-17,gravedad,96.7,1.0,99.5
C-1015,2023-2024,2023-11-24,gravedad,96.2,0.8,87.9
C-1015,2023-2024,2023-12-01,gravedad,118.8,0.9,96.5
C-1015,2023-2024,2023-12-08,gravedad,114.4,0.9,91.0
C-1015,2023-2024,2023-12-15,gravedad,123.6,0.9,100.0
C-1015,2023-2024,2023-12-22,gravedad,121.0,0.9,75.7
C-1015,2023-2024,2023-12-29,gravedad,99.1,0.7,90.9
C-1015,2023-2024,2024-01-05,gravedad,80.6,0.9,84.2
C-1015,2023-2024,2024-01-12,gravedad,137.0,1.3,90.2
C-1015,2023-2024,2024-01-19,gravedad,133.0,1.2,80.6
C-1015,2023-2024,2024-01-26,gravedad,109.7,1.3,77.9
C-1015,2023-2024,2024-02-02,gravedad,84.8,0.7,83.7
C-1015,2023-2024,2024-02-09,gravedad,106.4,1.0,83.1
C-1015,2023-2024,2024-02-16,gravedad,112.9,1.0,82.4
C-1015,2023-2024,2024-02-23,gravedad,141.1,1.4,83.1
C-1015,2023-2024,2024-03-01,gravedad,139.1,1.6,84.2
C-1015,2023-2024,2024-03-08,gravedad,110.4,0.9,100.0
C-1015,2023-2024,2024-03-15,gravedad,99.2,1.0,89.3
C-1015,2023-2024,2024-03-22,gravedad,96.3,0.9,88.6
C-1015,2023-2024,2024-03-29,gravedad,132.4,1.0,94.1
C-1015,2023-2024,2024-04-05,gravedad,133.5,1.6,86.9
C-1015,2023-2024,2024-04-12,gravedad,124.3,1.0,93.3
C-1015,2023-2024,2024-04-19,gravedad,111.5,0.9,80.9
C-1015,2023-2024,2024-04-26,gravedad,137.6,1.0,100.0
C-1015,2023-2024,2024-05-03,gravedad,104.3,0.9,100.0
C-1015,2023-2024,2024-05-10,gravedad,95.1,1.0,89.9
C-1015,2023-2024,2024-05-17,gravedad,134.8,1.4,88.4
C-1015,2023-2024,2024-05-24,gravedad,103.1,1.3,81.0
C-1016,2023-2024,2023-03-27,goteo,109.2,1.1,77.2
C-1016,2023-2024,2023-04-03,goteo,97.0,0.8,79.4
C-1016,2023-2024,2023-04-10,goteo,104.1,1.0,80.6
C-1016,2023-2024,2023-04-17,goteo,102.0,1.0,88.3
C-1016,2023-2024,2023-04-24,goteo,124.3,1.3,86.7
C-1016,2023-2024,2023-05-01,goteo,98.6,0.9,95.3
C-1016,2023-2024,2023-05-08,goteo,110.1,1.3,86.4
C-1016,2023-2024,2023-05-15,goteo,121.2,1.0,90.7
C-1016,2023-2024,2023-05-22,goteo,91.7,1.0,83.9
C-1016,2023-2024,2023-05-29,goteo,75.4,0.9,93.1
C-1016,2023-2024,2023-06-05,goteo,73.0,0.6,74.5
C-1016,2023-2024,2023-06-12,goteo,101.3,0.8,94.0
C-1016,2023-2024,2023-06-19,goteo,117.0,1.0,83.9
C-1016,2023-2024,2023-06-26,goteo,108.3,0.8,89.6
C-1016,2023-2024,2023-07-03,goteo,85.2,1.0,92.3
C-1016,2023-2024,2023-07-10,goteo,105.5,0.9,86.0
C-1016,2023-2024,2023-07-17,goteo,58.4,0.7,81.9
C-1016,2023-2024,2023-07-24,goteo,101.5,1.2,82.2
C-1016,2023-2024,2023-07-31,goteo,84.8,0.7,83.3
C-1016,2023-2024,2023-08-07,goteo,104.1,1.2,91.1
C-1016,2023-2024,2023-08-14,goteo,85.6,0.7,93.1
C-1016,2023-2024,2023-08-21,goteo,75.7,0.6,78.1
C-1016,2023-2024,2023-08-28,goteo,96.6,0.7,81.4
C-1016,2023-2024,2023-09-04,goteo,130.6,1.5,73.4
C-1016,2023-2024,2023-09-11,goteo,82.3,0.6,79.1
C-1016,2023-2024,2023-09-18,goteo,101.9,1.0,75.2
C-1016,2023-2024,2023-09-25,goteo,98.7,0.7,93.9
C-1016,2023-2024,2023-10-02,goteo,89.2,0.8,76.1
