fundo,fecha,temp_max,temp_min,precipitacion_mm,humedad_pct,radiacion_mj_m2
La Esperanza,2024-05-30,24.3,16.6,5.8,54.4,22.5
La Esperanza,2024-06-02,29.0,15.5,3.4,71.9,22.4
La Esperanza,2024-06-05,28.8,11.1,1.6,75.2,18.4
La Esperanza,2024-06-08,27.4,17.8,0.8,57.0,26.0
La Esperanza,2024-06-11,30.1,16.0,0.2,41.5,18.7
La Esperanza,2024-06-14,23.9,16.7,0.2,77.0,25.6
La Esperanza,2024-06-17,27.2,20.8,3.6,56.9,17.8
La Esperanza,2024-06-20,26.3,17.5,0.5,67.0,19.4
La Esperanza,2024-06-23,26.2,17.9,2.9,81.7,18.7
La Esperanza,2024-06-26,30.3,13.6,1.6,57.9,20.0
La Esperanza,2024-06-29,30.3,15.1,2.8,67.8,22.3
La Esperanza,2024-07-02,26.1,15.2,1.6,64.3,24.7
La Esperanza,2024-07-05,27.5,14.8,1.6,64.1,25.7
La Esperanza,2024-07-08,30.8,16.4,2.5,92.9,21.5
La Esperanza,2024-07-11,26.5,18.2,0.8,83.1,17.4
La Esperanza,2024-07-14,28.1,13.9,8.2,69.8,21.1
La Esperanza,2024-07-17,26.9,15.8,1.6,77.9,26.0
La Esperanza,2024-07-20,25.9,17.4,0.9,70.1,13.9
La Esperanza,2024-07-23,24.0,14.7,2.8,84.1,21.5
La Esperanza,2024-07-26,27.2,11.9,3.6,70.0,27.9
La Esperanza,2024-07-29,25.5,18.0,2.1,70.6,24.9
La Esperanza,2024-08-01,26.4,14.9,0.9,70.5,24.4
La Esperanza,2024-08-04,25.6,19.1,0.2,74.3,20.5
La Esperanza,2024-08-07,26.0,16.3,2.4,79.6,19.2
La Esperanza,2024-08-10,23.5,12.9,1.8,76.2,15.4
La Esperanza,2024-08-13,28.0,16.6,3.6,74.4,20.6
La Esperanza,2024-08-16,20.5,15.6,7.7,86.4,26.7
La Esperanza,2024-08-19,23.9,15.6,3.8,85.2,24.1
La Esperanza,2024-08-22,28.2,16.6,4.2,82.1,24.6
La Esperanza,2024-08-25,28.4,15.6,0.4,78.2,19.2
La Esperanza,2024-08-28,26.4,18.5,8.4,62.5,18.9
La Esperanza,2024-08-31,28.2,17.3,3.6,88.8,21.7
La Esperanza,2024-09-03,28.6,19.8,2.5,69.1,15.0
La Esperanza,2024-09-06,26.8,13.3,2.8,74.2,18.9
La Esperanza,2024-09-09,27.0,17.8,0.8,72.0,22.8
La Esperanza,2024-09-12,22.8,17.7,0.3,68.8,15.3
La Esperanza,2024-09-15,30.9,14.0,0.5,71.3,18.3
La Esperanza,2024-09-18,23.5,17.3,0.4,59.6,17.7
La Esperanza,2024-09-21,29.3,18.9,1.5,68.5,10.3
La Esperanza,2024-09-24,28.3,19.2,2.8,74.6,15.2
La Esperanza,2024-09-27,26.0,20.1,2.7,58.5,23.8
La Esperanza,2024-09-30,26.2,13.9,2.1,74.6,18.5
La Esperanza,2024-10-03,24.4,20.4,0.3,84.0,23.6
La Esperanza,2024-10-06,26.0,15.3,2.7,84.6,12.5
La Esperanza,2024-10-09,28.7,16.0,0.2,72.6,14.6
La Esperanza,2024-10-12,26.1,14.7,4.7,69.3,15.9
La Esperanza,2024-10-15,31.2,17.3,2.8,68.4,17.8
La Esperanza,2024-10-18,31.7,15.1,6.1,77.2,15.0
La Esperanza,2024-10-21,29.1,17.4,0.7,78.9,25.2
La Esperanza,2024-10-24,27.0,14.6,2.2,54.7,14.3
La Esperanza,2024-10-27,28.7,19.5,0.4,80.0,12.0
La Esperanza,2024-10-30,26.0,12.5,8.1,54.5,14.9
La Esperanza,2024-11-02,28.6,18.4,0.7,75.7,22.2
La Esperanza,2024-11-05,26.7,14.1,2.1,76.1,23.6
La Esperanza,2024-11-08,28.1,13.9,0.2,70.0,18.1
La Esperanza,2024-11-11,26.5,14.9,8.6,55.8,16.0
La Esperanza,2024-11-14,26.5,19.5,0.7,53.6,25.4
La Esperanza,2024-11-17,30.7,13.9,7.9,69.3,24.5
La Esperanza,2024-11-20,31.3,14.5,0.8,47.7,18.5
La Esperanza,2024-11-23,26.2,18.6,7.6,79.5,14.6
La Esperanza,2024-11-26,29.4,17.3,2.8,49.3,24.2
La Esperanza,2024-11-29,26.8,13.7,0.2,73.6,19.7
La Esperanza,2024-12-02,23.4,20.1,4.5,66.6,18.8
La Esperanza,2024-12-05,28.2,14.0,4.0,56.7,19.7
La Esperanza,2024-12-08,24.4,14.0,10.5,70.6,20.8
La Esperanza,2024-12-11,22.3,15.1,2.6,71.9,11.4
La Esperanza,2024-12-14,27.8,17.0,0.7,63.4,11.0
La Esperanza,2024-12-17,24.8,14.1,7.1,42.8,18.2
La Esperanza,2024-12-20,30.8,16.3,2.1,53.6,13.6
La Esperanza,2024-12-23,30.9,16.5,2.1,58.8,20.4
La Esperanza,2024-12-26,24.4,18.7,11.1,63.7,9.9
La Esperanza,2024-12-29,23.1,19.4,9.5,66.3,22.6
El Palmar,2023-01-01,27.8,18.0,0.9,64.3,21.6
El Palmar,2023-01-04,29.3,22.1,8.7,81.5,15.7
El Palmar,2023-01-07,30.1,16.4,8.5,76.9,20.2
El Palmar,2023-01-10,34.8,20.7,5.3,77.6,27.1
El Palmar,2023-01-13,25.2,20.6,8.0,64.4,22.2
El Palmar,2023-01-16,31.9,15.5,24.8,71.0,19.3
El Palmar,2023-01-19,31.0,24.7,3.1,62.6,14.8
El Palmar,2023-01-22,28.0,15.9,4.5,74.5,18.1
El Palmar,2023-01-25,33.8,16.4,19.4,76.4,23.6
El Palmar,2023-01-28,32.0,18.7,2.5,63.3,23.7
El Palmar,2023-01-31,31.1,20.9,15.2,60.9,23.3
El Palmar,2023-02-03,22.2,18.8,25.0,64.2,18.3
El Palmar,2023-02-06,26.1,16.8,18.5,63.2,17.0
El Palmar,2023-02-09,28.1,17.3,1.3,66.1,21.4
El Palmar,2023-02-12,27.4,16.6,3.0,54.3,15.2
El Palmar,2023-02-15,29.3,20.0,7.6,64.5,14.5
El Palmar,2023-02-18,28.2,20.0,3.7,69.5,25.8
El Palmar,2023-02-21,30.0,16.3,3.7,61.7,21.7
El Palmar,2023-02-24,30.1,15.1,4.8,68.8,22.2
El Palmar,2023-02-27,30.9,18.8,4.4,79.3,16.5
El Palmar,2023-03-02,25.5,11.4,10.0,61.8,21.6
El Palmar,2023-03-05,23.9,16.5,5.8,59.7,21.6
El Palmar,2023-03-08,27.4,17.8,23.4,79.5,20.4
El Palmar,2023-03-11,26.8,16.9,1.6,59.8,19.3
El Palmar,2023-03-14,27.9,17.6,14.5,51.5,22.1
El Palmar,2023-03-17,31.2,14.2,3.1,80.8,22.4
El Palmar,2023-03-20,27.8,15.9,20.3,72.5,20.4
El Palmar,2023-03-23,28.4,15.7,14.0,74.7,20.8
El Palmar,2023-03-26,29.1,21.2,4.7,82.8,17.1
El Palmar,2023-03-29,31.6,20.3,6.6,86.6,21.9
El Palmar,2023-04-01,26.6,17.1,3.0,79.2,15.8
El Palmar,2023-04-04,28.5,18.2,3.7,93.6,20.9
El Palmar,2023-04-07,28.7,20.2,7.0,80.1,13.3
El Palmar,2023-04-10,27.7,19.9,9.2,62.3,16.4
El Palmar,2023-04-13,30.2,16.6,1.3,78.8,17.8
El Palmar,2023-04-16,23.9,15.2,0.7,51.4,18.8
El Palmar,2023-04-19,25.3,21.1,2.8,59.4,21.0
El Palmar,2023-04-22,26.4,17.2,4.0,65.3,18.9
El Palmar,2023-04-25,26.5,20.1,1.2,65.6,19.8
El Palmar,2023-04-28,27.2,19.6,5.4,55.9,28.4
El Palmar,2023-05-01,25.3,20.4,2.6,65.0,18.4
El Palmar,2023-05-04,28.7,18.2,3.4,67.7,16.9
El Palmar,2023-05-07,25.8,16.2,3.6,65.8,21.7
El Palmar,2023-05-10,29.1,21.8,3.1,74.7,20.0
El Palmar,2023-05-13,30.9,19.3,2.4,71.7,17.0
El Palmar,2023-05-16,30.4,14.1,3.3,69.8,18.1
El Palmar,2023-05-19,28.2,17.5,10.2,100.0,24.9
El Palmar,2023-05-22,27.4,19.1,2.1,60.7,15.0
El Palmar,2023-05-25,28.7,19.4,3.0,62.8,22.3
El Palmar,2023-05-28,28.9,20.7,2.0,93.5,13.8
El Palmar,2023-05-31,23.8,17.7,10.0,69.6,19.7
El Palmar,2023-06-03,28.3,16.1,5.9,66.8,24.4
El Palmar,2023-06-06,28.4,15.9,1.8,68.3,14.9
El Palmar,2023-06-09,25.5,18.9,0.7,84.1,20.6
El Palmar,2023-06-12,28.7,15.8,2.0,70.0,17.3
El Palmar,2023-06-15,29.3,14.5,0.4,58.8,21.4
El Palmar,2023-06-18,28.8,19.9,3.3,75.7,19.5
El Palmar,2023-06-21,26.5,18.6,1.7,63.7,20.2
El Palmar,2023-06-24,28.5,17.5,0.2,57.0,20.3
El Palmar,2023-06-27,26.8,15.8,0.8,77.3,20.7
El Palmar,2023-06-30,27.5,16.7,9.9,46.0,23.2
El Palmar,2023-07-03,24.1,15.0,1.1,91.7,26.7
El Palmar,2023-07-06,30.6,18.5,3.2,71.6,17.8
El Palmar,2023-07-09,26.8,18.1,0.5,78.7,12.3
El Palmar,2023-07-12,29.0,16.1,1.3,73.0,15.5
El Palmar,2023-07-15,29.2,17.4,5.5,65.3,19.4
El Palmar,2023-07-18,26.9,17.8,5.0,63.9,26.4
El Palmar,2023-07-21,29.9,17.1,7.3,59.7,18.3
El Palmar,2023-07-24,28.0,15.3,0.0,64.9,18.6
El Palmar,2023-07-27,27.4,23.7,0.3,49.3,13.6
El Palmar,2023-07-30,30.7,20.5,2.1,82.8,23.0
El Palmar,2023-08-02,28.4,17.3,0.5,78.8,21.6
El Palmar,2023-08-05,27.1,17.5,0.8,72.5,23.5
El Palmar,2023-08-08,30.2,18.4,4.8,79.0,22.9
El Palmar,2023-08-11,29.5,16.4,8.7,69.3,18.8
El Palmar,2023-08-14,35.5,14.7,3.7,61.4,20.5
El Palmar,2023-08-17,35.2,15.9,2.1,69.8,16.6
El Palmar,2023-08-20,31.0,16.8,2.4,56.7,12.8
El Palmar,2023-08-23,28.3,14.7,1.5,54.7,15.8
El Palmar,2023-08-26,29.9,16.7,8.2,90.4,16.0
El Palmar,2023-08-29,28.3,17.4,3.2,80.6,22.8
El Palmar,2023-09-01,30.0,16.2,0.4,67.7,23.0
El Palmar,2023-09-04,25.9,21.9,1.2,69.9,15.4
El Palmar,2023-09-07,25.6,16.1,15.8,65.9,16.1
El Palmar,2023-09-10,30.6,16.3,2.7,66.1,24.0
El Palmar,2023-09-13,29.4,17.6,15.4,58.6,14.9
El Palmar,2023-09-16,32.1,18.9,6.4,64.4,16.7
El Palmar,2023-09-19,26.6,18.7,5.7,90.8,25.0
El Palmar,2023-09-22,32.1,19.2,2.1,76.0,18.6
El Palmar,2023-09-25,32.9,18.6,0.2,71.3,27.0
El Palmar,2023-09-28,25.2,21.5,0.3,55.9,17.0
El Palmar,2023-10-01,24.7,19.1,4.8,71.7,24.5
El Palmar,2023-10-04,27.1,17.3,3.5,66.1,30.0
El Palmar,2023-10-07,30.8,17.3,4.3,69.6,20.5
El Palmar,2023-10-10,27.8,18.9,4.6,60.4,21.5
El Palmar,2023-10-13,25.9,19.3,0.0,51.7,20.4
El Palmar,2023-10-16,24.6,19.2,0.1,88.5,24.3
El Palmar,2023-10-19,26.2,13.8,7.7,57.8,27.3
El Palmar,2023-10-22,28.8,19.7,1.9,68.2,19.9
El Palmar,2023-10-25,31.6,18.4,1.2,86.2,18.8
El Palmar,2023-10-28,27.7,12.2,1.2,71.0,20.4
El Palmar,2023-10-31,27.8,16.7,10.2,74.6,22.6
El Palmar,2023-11-03,28.2,19.7,1.0,65.0,20.8
El Palmar,2023-11-06,25.4,18.3,1.7,59.7,11.9
El Palmar,2023-11-09,28.4,21.0,2.5,76.4,29.4
El Palmar,2023-11-12,29.8,16.3,4.7,70.0,17.5
El Palmar,2023-11-15,27.4,19.8,2.2,53.5,16.7
El Palmar,2023-11-18,27.7,19.0,1.1,97.0,18.1
El Palmar,2023-11-21,27.8,19.0,0.5,68.6,18.3
El Palmar,2023-11-24,22.3,18.1,5.2,82.7,20.0
El Palmar,2023-11-27,25.7,17.3,0.7,57.9,22.5
El Palmar,2023-11-30,28.2,19.7,11.6,67.6,18.1
El Palmar,2023-12-03,31.2,19.2,1.5,85.4,18.5
El Palmar,2023-12-06,32.2,15.7,12.1,77.5,14.0
El Palmar,2023-12-09,30.3,18.0,10.6,69.4,20.2
El Palmar,2023-12-12,30.1,16.5,4.3,74.7,19.9
El Palmar,2023-12-15,27.8,17.7,29.1,65.6,18.1
El Palmar,2023-12-18,24.6,17.7,0.5,78.4,20.4
El Palmar,2023-12-21,31.2,19.3,8.1,79.8,26.3
El Palmar,2023-12-24,28.4,15.2,13.2,77.8,26.3
El Palmar,2023-12-27,32.0,21.7,3.4,72.3,14.5
El Palmar,2023-12-30,29.6,16.7,7.6,70.5,21.9
El Palmar,2024-01-01,21.8,18.0,0.7,88.7,22.9
El Palmar,2024-01-04,32.8,17.9,9.1,75.3,20.0
El Palmar,2024-01-07,26.6,16.6,0.6,75.3,20.0
El Palmar,2024-01-10,27.7,16.5,5.1,77.8,15.5
El Palmar,2024-01-13,25.4,19.5,4.2,75.5,26.5
El Palmar,2024-01-16,32.6,19.1,1.4,92.5,10.7
El Palmar,2024-01-19,27.4,19.3,12.9,82.4,19.8
El Palmar,2024-01-22,28.9,17.0,5.0,64.5,21.1
El Palmar,2024-01-25,26.7,19.5,11.3,81.0,15.5
El Palmar,2024-01-28,24.3,17.6,13.5,82.7,17.8
El Palmar,2024-01-31,29.7,19.0,12.9,83.7,19.3
El Palmar,2024-02-03,28.4,17.6,2.4,62.4,13.2
El Palmar,2024-02-06,29.4,13.5,5.0,81.9,22.3
El Palmar,2024-02-09,31.2,18.8,2.2,64.1,21.6
El Palmar,2024-02-12,27.5,19.5,12.3,87.2,17.9
El Palmar,2024-02-15,32.1,18.8,4.3,75.4,21.0
El Palmar,2024-02-18,29.5,17.2,3.0,66.6,13.3
El Palmar,2024-02-21,30.7,15.1,1.2,76.5,23.4
El Palmar,2024-02-24,24.2,17.4,3.6,70.5,25.4
El Palmar,2024-02-27,26.5,13.5,13.9,64.6,13.0
El Palmar,2024-03-01,28.2,20.1,3.3,93.4,16.6
El Palmar,2024-03-04,28.8,15.2,0.3,68.7,14.0
El Palmar,2024-03-07,35.7,16.6,16.6,79.7,27.3
El Palmar,2024-03-10,31.4,15.2,1.6,51.2,23.6
El Palmar,2024-03-13,24.5,16.0,1.7,74.5,19.0
El Palmar,2024-03-16,32.4,19.0,3.8,57.7,26.8
El Palmar,2024-03-19,26.6,21.1,2.7,75.1,24.1
El Palmar,2024-03-22,20.9,17.2,4.1,79.2,15.1
El Palmar,2024-03-25,27.9,12.5,2.9,51.2,24.5
El Palmar,2024-03-28,31.6,16.6,0.6,67.8,21.0
El Palmar,2024-03-31,25.7,18.8,15.5,51.7,19.5
El Palmar,2024-04-03,28.1,18.1,2.8,88.9,20.6
El Palmar,2024-04-06,29.2,18.0,1.6,75.8,21.8
El Palmar,2024-04-09,30.4,13.9,2.8,69.2,19.2
El Palmar,2024-04-12,30.0,17.6,4.8,57.5,20.0
El Palmar,2024-04-15,25.2,18.4,6.2,55.3,18.5
El Palmar,2024-04-18,30.8,18.0,1.6,55.0,13.2
El Palmar,2024-04-21,28.9,18.7,3.4,76.0,20.0
El Palmar,2024-04-24,27.9,15.4,2.0,56.8,16.6
El Palmar,2024-04-27,28.8,17.4,2.0,56.5,19.5
El Palmar,2024-04-30,25.0,16.8,0.2,78.4,18.2
El Palmar,2024-05-03,28.1,16.7,2.3,63.5,18.5
El Palmar,2024-05-06,28.8,18.7,6.2,67.5,13.1
El Palmar,2024-05-09,29.9,16.2,2.6,83.2,19.2
El Palmar,2024-05-12,26.0,17.6,1.9,66.8,17.7
El Palmar,2024-05-15,30.0,18.6,1.4,53.5,21.8
El Palmar,2024-05-18,26.7,18.0,1.6,51.1,20.3
El Palmar,2024-05-21,29.9,18.9,0.5,50.2,25.1
El Palmar,2024-05-24,29.6,15.2,2.6,72.3,22.7
El Palmar,2024-05-27,27.4,19.2,2.9,59.6,11.7
El Palmar,2024-05-30,26.4,20.6,2.2,72.3,17.4
El Palmar,2024-06-02,28.0,18.5,1.5,64.3,25.7
El Palmar,2024-06-05,26.0,16.1,0.8,72.8,17.5
El Palmar,2024-06-08,28.8,18.8,0.5,68.7,19.8
El Palmar,2024-06-11,32.4,16.5,8.4,72.5,24.3
El Palmar,2024-06-14,29.5,17.4,0.1,69.4,24.9
El Palmar,2024-06-17,25.5,17.1,1.8,63.0,21.0
El Palmar,2024-06-20,29.7,18.5,8.8,53.5,21.0
El Palmar,2024-06-23,27.3,21.3,0.9,89.9,16.2
El Palmar,2024-06-26,30.0,19.3,4.3,66.5,25.1
El Palmar,2024-06-29,28.6,17.9,0.2,76.4,19.0
El Palmar,2024-07-02,29.8,18.1,0.3,69.5,23.1
El Palmar,2024-07-05,28.1,14.7,0.1,61.9,14.7
El Palmar,2024-07-08,26.0,18.2,2.9,48.7,18.5
El Palmar,2024-07-11,31.5,16.7,0.3,80.4,23.2
El Palmar,2024-07-14,31.1,12.0,1.6,76.4,29.8
El Palmar,2024-07-17,26.6,14.1,0.0,67.2,22.6
El Palmar,2024-07-20,31.3,17.4,3.6,75.2,19.0
El Palmar,2024-07-23,27.7,19.7,2.9,80.8,19.3
El Palmar,2024-07-26,23.2,17.3,0.5,68.7,17.3
El Palmar,2024-07-29,28.5,15.5,1.3,82.2,16.1
El Palmar,2024-08-01,28.6,19.5,2.8,77.9,21.2
El Palmar,2024-08-04,30.4,20.3,2.6,51.6,17.9
El Palmar,2024-08-07,30.3,16.3,0.3,69.4,20.3
El Palmar,2024-08-10,31.4,17.2,0.2,59.8,23.6
El Palmar,2024-08-13,24.9,17.0,0.3,70.7,25.9
El Palmar,2024-08-16,24.7,14.2,0.9,78.7,19.2
El Palmar,2024-08-19,29.6,19.1,4.4,62.9,20.8
El Palmar,2024-08-22,30.9,15.3,1.4,67.6,21.7
El Palmar,2024-08-25,28.6,16.5,2.1,64.6,18.8
El Palmar,2024-08-28,24.6,16.2,1.6,73.2,22.4
El Palmar,2024-08-31,30.0,21.8,3.4,53.8,15.8
El Palmar,2024-09-03,26.8,15.6,0.8,82.5,26.2
El Palmar,2024-09-06,29.9,21.9,1.9,53.7,24.2
El Palmar,2024-09-09,24.0,16.1,1.1,69.0,19.2
El Palmar,2024-09-12,25.6,17.6,2.2,70.2,16.7
El Palmar,2024-09-15,25.5,16.0,1.5,73.4,16.8
El Palmar,2024-09-18,23.1,18.4,0.9,76.9,17.0
El Palmar,2024-09-21,26.1,17.9,0.9,77.5,20.5
El Palmar,2024-09-24,29.5,14.1,1.9,44.9,26.9
El Palmar,2024-09-27,32.4,18.4,0.5,54.5,19.1
El Palmar,2024-09-30,33.1,17.9,0.6,52.4,25.5
El Palmar,2024-10-03,28.4,14.1,1.0,57.2,19.5
El Palmar,2024-10-06,29.1,16.6,2.2,70.8,24.2
El Palmar,2024-10-09,27.7,23.7,1.4,61.0,15.9
El Palmar,2024-10-12,28.1,14.2,0.0,50.9,20.6
El Palmar,2024-10-15,25.2,16.8,1.2,93.0,15.7
El Palmar,2024-10-18,28.2,16.1,5.7,62.9,23.3
El Palmar,2024-10-21,27.4,22.1,4.2,59.9,18.5
El Palmar,2024-10-24,26.6,19.2,0.1,56.6,17.6
El Palmar,2024-10-27,30.3,20.1,6.4,75.3,19.7
El Palmar,2024-10-30,30.6,15.3,9.0,74.4,16.0
El Palmar,2024-11-02,28.4,17.8,0.1,79.4,23.3
El Palmar,2024-11-05,29.1,16.7,1.6,64.0,19.2
El Palmar,2024-11-08,35.1,18.0,0.4,62.9,24.1
El Palmar,2024-11-11,30.5,19.1,1.4,80.3,25.1
El Palmar,2024-11-14,29.3,17.4,5.6,61.0,17.1
El Palmar,2024-11-17,28.5,14.1,0.5,60.4,18.1
El Palmar,2024-11-20,28.1,17.7,0.2,69.3,19.8
El Palmar,2024-11-23,27.5,16.0,1.8,49.0,19.2
El Palmar,2024-11-26,27.4,18.4,1.0,65.0,19.6
El Palmar,2024-11-29,31.3,18.3,0.5,65.1,23.5
El Palmar,2024-12-02,25.6,17.4,2.5,66.1,30.0
El Palmar,2024-12-05,27.6,18.5,9.4,75.3,23.5
El Palmar,2024-12-08,27.1,17.5,13.8,58.6,24.1
El Palmar,2024-12-11,27.2,12.8,0.7,62.0,19.0
El Palmar,2024-12-14,32.7,17.3,18.2,57.7,13.5
El Palmar,2024-12-17,28.2,18.3,1.1,65.2,20.1
El Palmar,2024-12-20,24.0,18.5,0.1,89.7,20.0
El Palmar,2024-12-23,26.2,17.5,0.8,74.3,20.1
El Palmar,2024-12-26,25.4,14.3,5.8,83.8,20.3
El Palmar,2024-12-29,30.6,19.6,7.4,61.9,20.8
Santa Rosa,2023-01-01,28.5,14.7,4.2,68.8,19.8
Santa Rosa,2023-01-04,29.6,11.0,10.6,69.2,14.5
Santa Rosa,2023-01-07,28.3,14.2,13.6,88.5,24.0
Santa Rosa,2023-01-10,28.1,16.4,29.7,90.0,23.2
Santa Rosa,2023-01-13,24.8,12.9,27.2,69.4,14.3
Santa Rosa,2023-01-16,27.7,15.1,3.9,74.4,17.6
Santa Rosa,2023-01-19,28.2,14.7,20.8,64.7,24.5
Santa Rosa,2023-01-22,26.0,18.4,33.4,62.6,8.3
Santa Rosa,2023-01-25,29.3,15.0,3.6,64.1,18.3
Santa Rosa,2023-01-28,29.9,16.0,3.6,74.9,18.8
Santa Rosa,2023-01-31,25.7,16.8,3.6,80.0,19.0
Santa Rosa,2023-02-03,27.1,16.8,35.2,58.7,16.8
Santa Rosa,2023-02-06,26.1,17.0,26.3,56.4,17.6
Santa Rosa,2023-02-09,25.8,17.2,6.7,65.7,14.4
Santa Rosa,2023-02-12,27.9,15.3,14.1,67.4,24.5
Santa Rosa,2023-02-15,24.1,14.0,10.7,70.8,22.7
Santa Rosa,2023-02-18,27.7,15.6,16.0,78.3,24.6
Santa Rosa,2023-02-21,29.4,13.3,3.0,66.4,17.0
Santa Rosa,2023-02-24,26.2,17.3,19.9,67.4,23.4
Santa Rosa,2023-02-27,27.0,14.5,7.3,74.1,19.7
Santa Rosa,2023-03-02,23.2,17.3,15.0,85.9,14.4
Santa Rosa,2023-03-05,26.2,14.3,0.5,65.1,27.1
Santa Rosa,2023-03-08,27.0,14.1,31.4,52.8,17.9
Santa Rosa,2023-03-11,25.1,15.2,11.9,69.1,24.1
Santa Rosa,2023-03-14,30.7,11.9,43.2,61.5,20.6
Santa Rosa,2023-03-17,23.6,19.0,2.2,68.8,26.4
Santa Rosa,2023-03-20,26.6,16.5,32.6,56.3,17.6
Santa Rosa,2023-03-23,32.1,16.9,2.1,60.2,23.6
Santa Rosa,2023-03-26,23.3,12.5,0.4,89.5,27.6
Santa Rosa,2023-03-29,25.5,14.3,24.1,70.8,20.6
Santa Rosa,2023-04-01,28.6,17.5,6.9,75.6,17.2
Santa Rosa,2023-04-04,28.0,14.6,4.9,73.8,20.3
Santa Rosa,2023-04-07,28.6,12.5,2.3,67.3,14.2
Santa Rosa,2023-04-10,25.6,14.9,3.4,71.4,24.1
Santa Rosa,2023-04-13,27.4,14.6,8.0,77.3,24.8
Santa Rosa,2023-04-16,26.3,12.4,8.1,66.7,10.6
Santa Rosa,2023-04-19,31.1,16.8,0.1,58.9,24.1
Santa Rosa,2023-04-22,23.9,13.6,1.6,71.1,22.5
Santa Rosa,2023-04-25,29.6,17.7,6.9,80.2,17.3
Santa Rosa,2023-04-28,22.1,14.3,12.1,63.7,16.2
Santa Rosa,2023-05-01,25.5,16.9,1.2,52.7,14.8
Santa Rosa,2023-05-04,24.7,17.2,10.0,62.8,22.9
Santa Rosa,2023-05-07,29.0,15.6,11.0,72.7,19.1
Santa Rosa,2023-05-10,26.1,14.6,2.0,72.5,24.1
Santa Rosa,2023-05-13,30.0,16.6,3.1,80.4,21.9
Santa Rosa,2023-05-16,33.2,16.3,0.3,72.9,19.6
Santa Rosa,2023-05-19,26.0,16.2,1.9,81.5,21.2
Santa Rosa,2023-05-22,25.5,15.0,8.8,79.7,21.1
Santa Rosa,2023-05-25,27.4,15.4,0.3,60.3,26.9
Santa Rosa,2023-05-28,26.9,17.9,1.3,65.9,21.7
Santa Rosa,2023-05-31,26.8,13.3,1.6,75.9,18.0
Santa Rosa,2023-06-03,25.8,15.3,3.3,51.7,22.0
Santa Rosa,2023-06-06,26.0,14.4,0.8,76.7,22.9
Santa Rosa,2023-06-09,27.1,17.8,3.2,78.2,17.8
Santa Rosa,2023-06-12,27.9,16.7,3.4,54.3,11.9
Santa Rosa,2023-06-15,26.8,16.3,3.3,80.5,20.6
Santa Rosa,2023-06-18,30.0,16.4,0.9,74.6,22.7
Santa Rosa,2023-06-21,25.3,12.8,3.1,60.0,24.5
Santa Rosa,2023-06-24,25.6,19.1,11.3,71.3,25.7
Santa Rosa,2023-06-27,24.4,15.3,0.2,63.2,21.0
Santa Rosa,2023-06-30,23.4,15.4,3.1,67.8,16.0
Santa Rosa,2023-07-03,29.2,17.1,16.2,57.1,16.2
Santa Rosa,2023-07-06,28.0,16.2,2.0,66.7,16.3
Santa Rosa,2023-07-09,29.0,14.5,4.0,54.5,17.7
Santa Rosa,2023-07-12,29.2,14.2,0.1,46.7,17.8
Santa Rosa,2023-07-15,26.2,19.1,4.8,76.7,24.2
Santa Rosa,2023-07-18,24.9,14.9,5.9,55.2,18.2
Santa Rosa,2023-07-21,29.8,16.7,12.7,71.1,22.3
Santa Rosa,2023-07-24,28.6,14.5,0.9,83.2,22.7
Santa Rosa,2023-07-27,24.5,13.6,11.7,70.6,12.9
Santa Rosa,2023-07-30,27.9,18.2,10.3,63.2,16.8
Santa Rosa,2023-08-02,27.4,15.3,2.5,76.0,24.4
Santa Rosa,2023-08-05,23.8,16.1,1.4,69.0,23.5
Santa Rosa,2023-08-08,29.1,18.5,2.7,68.9,19.0
Santa Rosa,2023-08-11,22.3,18.3,1.4,75.1,22.7
Santa Rosa,2023-08-14,23.5,13.8,3.1,72.9,17.7
Santa Rosa,2023-08-17,26.3,17.8,0.9,55.3,26.5
Santa Rosa,2023-08-20,29.1,15.4,0.3,80.5,21.9
Santa Rosa,2023-08-23,23.0,15.2,7.6,70.2,17.0
Santa Rosa,2023-08-26,24.1,19.2,8.0,84.1,21.0
Santa Rosa,2023-08-29,29.8,14.0,4.9,72.9,25.5
Santa Rosa,2023-09-01,27.5,14.4,11.6,53.2,10.7
Santa Rosa,2023-09-04,28.7,14.9,0.3,78.3,25.6
Santa Rosa,2023-09-07,28.0,19.5,4.3,73.0,21.0
Santa Rosa,2023-09-10,23.4,17.6,5.4,64.1,20.1
Santa Rosa,2023-09-13,24.7,14.8,8.2,81.0,17.3
Santa Rosa,2023-09-16,25.5,13.1,3.6,67.5,12.1
Santa Rosa,2023-09-19,26.9,16.5,7.0,69.3,18.5
Santa Rosa,2023-09-22,31.6,15.7,3.7,64.6,22.8
Santa Rosa,2023-09-25,23.0,14.7,19.1,64.0,25.0
Santa Rosa,2023-09-28,25.1,17.1,0.4,69.7,24.0
Santa Rosa,2023-10-01,28.0,15.9,10.1,88.4,17.5
Santa Rosa,2023-10-04,24.3,13.6,0.9,48.6,17.3
Santa Rosa,2023-10-07,28.0,15.5,3.3,64.8,24.1
Santa Rosa,2023-10-10,27.5,16.8,9.4,75.2,21.8
Santa Rosa,2023-10-13,24.3,16.4,2.7,81.6,21.7
Santa Rosa,2023-10-16,24.2,14.0,2.4,71.9,19.5
Santa Rosa,2023-10-19,23.8,13.4,0.3,38.8,19.5
